"id","name","type","year","secteur","mappe","producer","scale","sheet","salle","tranche","index","nature","created_by_id","last_update_by_id"
173,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","24185-1","PLAN DU TRACE",NULL,NULL
174,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","24185-2","PLAN DU TRACE",NULL,NULL
175,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","24187-1","PLAN D'EXECUTION",NULL,NULL
176,"ETUDE D'EXECUTION","-----",1999,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//5000","E1.1.SP.1.02","SALLE 1","TTI","24206","PLAN DE LOCALISATION",NULL,NULL
177,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1999,"E4","-----","COBA ET C.I.D","1//5000","E4.2.SP.I.02","SALLE 1","TTI","24208","PLAN DE LOCALISATION",NULL,NULL
178,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E4","-----","COBA ET C.I.D","1//20000","E4.2.A.I.02","SALLE 1","TTI","24210"," PLAN D'ENSEMBLE",NULL,NULL
179,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E4","-----","COBA ET C.I.D","1//20000","E4.2.A.I.02","SALLE 1","TTI","24214"," PLAN D'ENSEMBLE",NULL,NULL
180,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E4","-----","COBA ET C.I.D","1//20000","E4.2.A.I.02","SALLE 1","TTI","24218"," PLAN D'ENSEMBLE",NULL,NULL
181,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E4","-----","COBA ET C.I.D","1//10000","E4.2.A.I.04","SALLE 1","TTI","24219","PLAN DES ECARTEMENTS",NULL,NULL
182,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E4","-----","COBA ET C.I.D","1//20000","E4.2.I.I.2","SALLE 1","TTI","24220-1"," PLAN D'ENSEMBLE",NULL,NULL
183,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1996,"E4","-----","COBA ET C.I.D","1//20000","EI.2.A.I.02","SALLE 1","TTI","24220-2"," PLAN D'ENSEMBLE",NULL,NULL
184,"MARCHE N° 1 /200 / D,AM","-----",NULL,"E4","-----","SOCIETE NOUVELLE TRAVAUX MAROC","1//2000","E4.2.1.1.2","SALLE 1","TTI","24222","PLANS DES RESEAUX ETPLAN D'ENSEMBLE",NULL,NULL
185,"REALISATION DES RESEAUX D'IRRIGATION","-----",NULL,"E4","-----","SOCIETE NOUVELLE TRAVAUX MAROC","1//20000","E4.2.I.I.4","SALLE 1","TTI","24223","PLAN DE RECOLLEMENT",NULL,NULL
186,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E1","-----","COBA ET C.I.D","1//20000","EI.2.A.I.02","SALLE 1","TTI","24225"," PLAN D'ENSEMBLE",NULL,NULL
187,"ORMVA DU GHARB","-----",NULL,"E3 E5","36-26-M","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","24227","PLAN COTE",NULL,NULL
188,"ORMVA DU GHARB","-----",NULL,"E5","36-26-I","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","24229"," PLAN PARCELLAIRE",NULL,NULL
189,"ORMVA DU GHARB","-----",NULL,"E5","36-26-O","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","24236","PLAN COTE",NULL,NULL
190,"ORMVA DU GHARB","-----",NULL,"E3 E5","36-26-N","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","24237","PLAN COTE",NULL,NULL
191,"PERIMETRE DU BEHT","AVANT PROJET",1977,"-----","-----","ORMVAG","1//50000","2.1","SALLE 1","BEHT","24246","PLAN DE SITAUTION",NULL,NULL
192,"PERIMETRE DU BEHT","AVANT PROJET",1977,"-----","-----","ORMVAG","1//50000","2.1","SALLE 1","BEHT","24247","PLAN DE SITAUTION",NULL,NULL
193,"PERIMETRE DU GHARB","-----",1979,"-----","-----","ORMVAG","1//500","205 D","SALLE 1","STI","24258","PLAN DE RECOLLEMENT",NULL,NULL
194,"PERIMETRE DU GHARB","OUVRAGE DE SECURITE",1978,"N7","-----","ORMVAG","1//500","140","SALLE 1","STI","24259","PLAN DE RECOLLEMENT",NULL,NULL
195,"REALISATION DES RESEAUX D'IRRIGATION","-----",NULL,"E4","-----","STE NOUVELLE TRAVAUX","1//20000","PS","SALLE 1","TTI","24260","PLAN DE RECOLLEMENT",NULL,NULL
196,"PERIMETRE DU GHARB S.T.I","-----",1977,"S.P.N","-----","ORMVAG","1//500","2_3","SALLE 1","STI","24261","PLAN D'IMPLANTATION",NULL,NULL
197,"STATION DE POMPAGE SPC 3","-----",1977,"SPC 3","-----","ORMVAG","1//500","2_14","SALLE 1","STI","24262","PLAN D'IMPLANTATION",NULL,NULL
198,"PERIMETRE DU GHARB S.T.I","-----",1976,"PR.1","-----","ORMVAG","1//5000","2_4","SALLE 1","STI","24263","PLAN DU TRACE",NULL,NULL
199,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",1976,"-----","-----","ORMVAG","-----","2_2","SALLE 1","STI","24264","PLAN DE SITAUTION",NULL,NULL
200,"PERIMETRE DU GHARB","-----",NULL,"-----","-----","ORMVAG","-----","N°2","SALLE 1","STI","24266 (2)","PLAN DE LOCALISATION",NULL,NULL
201,"GHARB","AVANT PROJET",1976,"C4","-----","ORMVAG","1//5000","2.5","SALLE 1","STI","24266","PLAN DU TRACE",NULL,NULL
202,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",NULL,"E1","-----","COBA ET C.I.D","1//10000","EI.4.I.I.3.I","SALLE 1","TTI","24267 (2)"," PLAN D'ENSEMBLE",NULL,NULL
203,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1996,"E1","-----","COBA ET C.I.D","1//5000","EI.2.A.I.02","SALLE 1","TTI","24275","PLAN DE RESEAU",NULL,NULL
204,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1999,"E1","-----","COBA ET C.I.D","1//5000","EI.4.I.I.3.I","SALLE 1","TTI","24276 (2)","PLAN DE RESEAU",NULL,NULL
205,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1999,"E1","-----","COBA ET C.I.D","1//10000","EI.4.I.I.2","SALLE 1","TTI","24276"," PLAN D'ENSEMBLE",NULL,NULL
206,"S.T.I TRANCHE 2","ASSAINISSEMENT",NULL,"N3 N4","-----","ORMVAG","1//20000","C.5","SALLE 1","STI","24277"," PLAN D'ENSEMBLE",NULL,NULL
207,"S.T.I TRANCHE 2","IRRIGATION",NULL,"N1-N2","-----","ORMVAG","1//20000","C.2","SALLE 1","STI","24278 (2)"," PLAN D'ENSEMBLE",NULL,NULL
208,"S.T.I TRANCHE 2","-----",NULL,"N3 N4","-----","ORMVAG","1//20000","3.21","SALLE 1","STI","24278"," PLAN D'ENSEMBLE",NULL,NULL
209,"S.T.I TRANCHE 2","SHEMA D'ENSEMBLE",NULL,"N1-N2","-----","ORMVAG","1//20000","3.20","SALLE 1","STI","24279"," PLAN D'ENSEMBLE",NULL,NULL
210,"STI TRANCHE 2","-----",NULL,"-----","38-25-I","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24280","PLAN DE BORNAGE",NULL,NULL
211,"STI TRANCHE 2","-----",NULL,"-----","38-25-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24282","PLAN DE BORNAGE",NULL,NULL
212,"STI TRANCHE 2","-----",NULL,"-----","38-25-K","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24283 (2)","PLAN DE BORNAGE",NULL,NULL
213,"STI TRANCHE 2","-----",NULL,"-----","38-25-E","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24283","PLAN DE BORNAGE",NULL,NULL
214,"STI TRANCHE 2","-----",NULL,"-----","38-25-J","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24285 (2)","PLAN DE BORNAGE",NULL,NULL
215,"STI TRANCHE 2","-----",NULL,"-----","38-25-G","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24285","PLAN DE BORNAGE",NULL,NULL
216,"STI TRANCHE 2","-----",NULL,"-----","38-24-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24286 (2)","PLAN DE BORNAGE",NULL,NULL
217,"STI TRANCHE 2","-----",NULL,"-----","38-25-C","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24286","PLAN DE BORNAGE",NULL,NULL
218,"STI TRANCHE 2","-----",NULL,"-----","38-25-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24287","PLAN DE BORNAGE",NULL,NULL
219,"GHARB","-----",NULL,"-----","38-25-A","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24288","PLAN DE BORNAGE",NULL,NULL
220,"GHARB","-----",NULL,"-----","38-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24292 (2)","PLAN DE BORNAGE",NULL,NULL
221,"GHARB","-----",NULL,"-----","38-25-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24292","PLAN DE BORNAGE",NULL,NULL
222,"S.T.I TRANCHE 2","ASSAINISSEMENT",NULL,"N1-N2","-----","ORMVAG","1//20000","C.4","SALLE 1","STI","24296 (2)"," PLAN D'ENSEMBLE",NULL,NULL
223,"S.T.I TRANCHE 2","IRRIGATION",NULL,"N3 N4","-----","ORMVAG","1//20000","C.3","SALLE 1","STI","24296"," PLAN D'ENSEMBLE",NULL,NULL
224,"GHARB","-----",NULL,"-----","38-25-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24297","PLAN DE BORNAGE",NULL,NULL
225,"STI TRANCHE 2","IRRIGATION",NULL,"-----","38-25-I","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24300","PLAN DE RESEAU",NULL,NULL
226,"STI TRANCHE 2","IRRIGATION",NULL,"-----","38-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24352","PLAN DE RESEAU",NULL,NULL
227,"STI TRANCHE 2","-----",NULL,"-----","38-25-O","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24354","PLAN DE RESEAU",NULL,NULL
228,"GHARB","IRRIGATION",NULL,"-----","38-25-K","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24355","PLAN DE RESEAU",NULL,NULL
229,"STI TRANCHE 2","IRRIGATION",NULL,"-----","38-25-J","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24357","PLAN DE RESEAU",NULL,NULL
230,"GHARB","IRRIGATION",NULL,"-----","38-25-M","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24358","PLAN DE RESEAU",NULL,NULL
231,"GHARB","-----",NULL,"-----","38-25-E","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24360","PLAN DE RESEAU",NULL,NULL
232,"GHARB","-----",NULL,"-----","38-25-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24361","PLAN DE RESEAU",NULL,NULL
233,"GHARB","-----",NULL,"-----","38-25-A","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24363","PLAN DE RESEAU",NULL,NULL
234,"GHARB","-----",NULL,"-----","38-25-G","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","24364","PLAN DE RESEAU",NULL,NULL
235,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",1978,"N1","-----","ORMVAG","1//500","-----","SALLE 1","STI","24365","PLAN D'IMPLANTATION",NULL,NULL
236,"FRACTION DES OULED KHALIFA","IRRIGATION",1968,"E2","36-26-H","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24367","PLAN DE RESEAU",NULL,NULL
237,"FRACTION DES OULED KHALIFA","-----",1968,"-----","36-26-P","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24368","PLAN DE RESEAU",NULL,NULL
238,"FRACTION DES OULED KHALIFA","-----",1975,"-----","36-27-N","STE C.E.T SERVAIN-ORMVAG","1//5000","-----","SALLE 1","STI","24369"," PLAN PARCELLAIRE",NULL,NULL
239,"PERIMETRE DU GHARB","-----",NULL,"-----","-----","-----","1//10000","-----","SALLE 1","STI","24370","PLAN COTE",NULL,NULL
240,"S.T.I TRANCHE 4","DRAINAGE ",NULL,"E2","-----","ORMVAG","1//10000","-----","SALLE 1","STI","24371","PLAN DE RESEAU",NULL,NULL
241,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-M","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24372","PLAN DE RESEAU",NULL,NULL
242,"S.T.I TRANCHE 4","-----",NULL,"-----","-----","ORMVAG","1//50000","-----","SALLE 1","STI","24373","PLAN DE SITAUTION",NULL,NULL
243,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-26-L","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24374","PLAN DE RESEAU",NULL,NULL
244,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-I","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24376","PLAN DE RESEAU",NULL,NULL
245,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-J","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24377","PLAN DE RESEAU",NULL,NULL
246,"PERIMETRE DU GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","-----","SALLE 1","STI","24378"," PLAN D'ENSEMBLE",NULL,NULL
247,"S.T.I TRANCHE 4","-----",NULL,"E2","-----","ORMVAG","1//10000","-----","SALLE 1","STI","24379","PLAN DE RESEAU",NULL,NULL
248,"-----","-----",NULL,"-----","-----","ORMVAG","1//10000","-----","SALLE 1","STI","24380","PLAN DE RESEAU",NULL,NULL
249,"S.T.I TRANCHE 4","-----",NULL,"E2","-----","ORMVAG","1//10000","-----","SALLE 1","STI","24381","PLAN DE RESEAU",NULL,NULL
250,"S.T.I TRANCHE 4","-----",NULL,"E2","-----","ORMVAG","1//10000","-----","SALLE 1","STI","24382","PLAN DE RESEAU",NULL,NULL
251,"FRACTION DES OULED KHALIFA","-----",1968,"-----","36-27-N","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24383","PLAN DE RESEAU",NULL,NULL
252,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-26-L","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24384","PLAN DE RESEAU",NULL,NULL
253,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-I","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24385","PLAN DE RESEAU",NULL,NULL
254,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-E","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24386","PLAN DE RESEAU",NULL,NULL
255,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-M","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24387","PLAN DE RESEAU",NULL,NULL
256,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-J","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24388","PLAN DE RESEAU",NULL,NULL
257,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-F","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24389","PLAN DE RESEAU",NULL,NULL
258,"FRACTION DES OULED KHALIFA","-----",1968,"E2","36-27-N","T.E.M.A RABAT","1//5000","-----","SALLE 1","STI","24390","PLAN DE RESEAU",NULL,NULL
259,"PERIMETRE DU BEHT","-----",1978,"-----","-----","ORMVAG","1//2000","251-4","SALLE 1","BEHT","15.95.DAM-18"," PLAN D'ENSEMBLE",NULL,NULL
260,"PERIMETRE DU BEHT","AVANT PROJET",1978,"-----","-----","ORMVAG","1//2000","255_3.2","SALLE 1","BEHT","15.95.DAM-22","PLAN DU TRACE",NULL,NULL
261,"PERIMETRE DU BEHT","AVANT PROJET",1978,"-----","-----","ORMVAG","1//2000","255_3.3","SALLE 1","BEHT","15.95.DAM-23","PLAN DU TRACE",NULL,NULL
262,"STI Tranche 2","-----",NULL,"-----","-----","ORMVAG","-----","-----","SALLE 1","STI","15.95.DAM-29","PLAN COTE",NULL,NULL
263,"Périmètre du STI","-----",1977,"N4","-----","ORMVAG","1//5000","2.B2.1","SALLE 1","STI","15.95.DAM-30","PLAN DE SITAUTION",NULL,NULL
264,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",NULL,"C3","-----","-----","1//5000","2.B7.1","SALLE 1","STI","15.95.DAM-41","PLAN DE RESEAU",NULL,NULL
265,"PERIMETRE DU GHARB .S.T.I.","-----",NULL,"C3 S6 CA","-----","ORMVAG","1//5000","2.B8.1","SALLE 1","STI","15.95.DAM-48","-----",NULL,NULL
266,"PERIMETRE DU GHARB .S.T.I.","-----",NULL,"C3 S8 CA","-----","ORMVAG","1//5000","2.B10.1","SALLE 1","STI","15.95.DAM-49","-----",NULL,NULL
267,"PERIMETRE DU GHARB .S.T.I.","-----",NULL,"C3 S12 M","-----","ORMVAG","1//5000","2.B3.1","SALLE 1","STI","15.95.DAM-51","-----",NULL,NULL
268,"PERIMETRE DU GHARB .S.T.I.","-----",NULL,"C3 S7 CA","-----","ORMVAG","1//5000","2.B9.1","SALLE 1","STI","15.95.DAM-52","-----",NULL,NULL
269,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°4V ET 5V","SALLE 1","-----","15.95.DAM-58","PLAN COTE",NULL,NULL
270,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°6 IV ET 7 IV","SALLE 1","-----","15.95.DAM-59","PLAN COTE",NULL,NULL
271,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°7III ET 6III","SALLE 1","-----","15.95.DAM-60","PLAN COTE",NULL,NULL
272,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°8-VI ET 9-VI","SALLE 1","-----","15.95.DAM-61","PLAN COTE",NULL,NULL
273,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°8-V ET 9-V","SALLE 1","-----","15.95.DAM-62","PLAN COTE",NULL,NULL
274,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°8-VI ET 9-VI","SALLE 1","-----","15","PLAN COTE",NULL,NULL
275,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°8-11 ET 9-II","SALLE 1","-----","15A-1","PLAN COTE",NULL,NULL
276,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N°10-VII ET 11-VII","SALLE 1","-----","15A-2","PLAN COTE",NULL,NULL
277,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N° 10-VI ET 11-VI","SALLE 1","-----","15A-3","PLAN COTE",NULL,NULL
278,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N° 10-V ET 11-V","SALLE 1","-----","15A-4","PLAN COTE",NULL,NULL
279,"GHARB","-----",NULL,"S6","-----","ORMVAG","1//20000","V 1363","SALLE 1","-----","15A-5","PLAN COTE",NULL,NULL
280,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","N° 10-II ET 11-II","SALLE 1","-----","15A-6","PLAN COTE",NULL,NULL
281,"ILOT 3","IRRIGATION",NULL,"-----","-----","-----","1//100","D 17","SALLE 1","-----","25A2 (4)","PLAN COTE",NULL,NULL
282,"-----","ASSAINISSEMENT_DRAINAGE",NULL,"-----","-----","-----","1//2000","-----","SALLE 1","-----","34-25-59","-----",NULL,NULL
283,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6 S7","-----","ORMVAG","1//2000","A3-8","SALLE 1","BEHT","34-25-60","PLAN DE RESEAU",NULL,NULL
284,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6 S7","-----","ORMVAG","1//2000","A3-9","SALLE 1","BEHT","34-25-69","PLAN DE RESEAU",NULL,NULL
285,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6","-----","ORMVAG","1//2000","A3-10","SALLE 1","BEHT","34-25-79","PLAN DE RESEAU",NULL,NULL
286,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6","-----","ORMVAG","1//2000","A3-11","SALLE 1","BEHT","35-26-52","PLAN DE RESEAU",NULL,NULL
287,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6 S7","-----","ORMVAG","1//2000","A3-12","SALLE 1","BEHT","35-26-84","PLAN DE RESEAU",NULL,NULL
288,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6 S7","-----","ORMVAG","1//2000","A3-13","SALLE 1","BEHT","35-25-99","PLAN DE RESEAU",NULL,NULL
289,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S6 S7","-----","ORMVAG","1//2000","A3-15","SALLE 1","BEHT","36-1","PLAN DE RESEAU",NULL,NULL
290,"PERIMETRE DU BEHT","-----",NULL,"BIEF TM1","-----","ORMVAG","1//200","TM 74","SALLE 1","BEHT","37-24-4","PLAN DE SITAUTION",NULL,NULL
291,"PERIMETRE DU GHARB","AVANT PROJET",NULL,"-----","-----","ORMVAG","1//20000","4.3","SALLE 1","-----","37-24-5"," PLAN D'ENSEMBLE",NULL,NULL
292,"PERIMETRE DU BEHT","AVANT PROJET",1977,"S4","-----","ORMVAG","1//50000","4.1","SALLE 1","BEHT","37-26-b","PLAN DE SITAUTION",NULL,NULL
293,"GHARB","-----",NULL,"-----","37-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","38-25-C","PLAN DE RESEAU",NULL,NULL
294,"GHARB","-----",NULL,"-----","37-24-E","ORMVAG","1//5000","-----","SALLE 1","STI","38-25-G","PLAN DE RESEAU",NULL,NULL
295,"PERIMETRE DU GHARB","AVANT PROJET",NULL,"-----","-----","ORMVAG","1//20000","4.3","SALLE 1","-----","39"," PLAN D'ENSEMBLE",NULL,NULL
296,"GHARB","-----",NULL,"-----","37-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","39-25-K","PLAN DE RESEAU",NULL,NULL
297,"GHARB","-----",NULL,"-----","-----","ORMVAG","1//20000","-----","SALLE 1","STI","39-25-e"," PLAN D'ENSEMBLE",NULL,NULL
298,"GHARB","IRRIGATION",NULL,"-----","38-25-M","ORMVAG","1//5000","-----","SALLE 1","STI","35.26.41","PLAN DE RESEAU",NULL,NULL
299,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"-----","38-24-O","ORMVAG","1//5000","-----","SALLE 1","STI","35.26.42","PLAN DE RESEAU",NULL,NULL
300,"GHARB","-----",1977,"-----","-----","ORMVAG","1//50000","4.1","SALLE 1","STI","36.26.C","PLAN DE SITAUTION",NULL,NULL
301,"GHARB","IRRIGATION",NULL,"-----","37-24-M","ORMVAG","1//50","-----","SALLE 1","STI","36.26.E","PLAN DE RESEAU",NULL,NULL
302,"GHARB","IRRIGATION",NULL,"-----","37-24-A","ORMVAG","1//5000","-----","SALLE 1","STI","36.26.F","PLAN DE RESEAU",NULL,NULL
303,"GHARB","IRRIGATION",NULL,"-----","37-24-G","ORMVAG","1//5000","-----","SALLE 1","STI","36.26.G","PLAN DE RESEAU",NULL,NULL
304,"GHARB","IRRIGATION",NULL,"-----","37-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","36.26.H","PLAN DE RESEAU",NULL,NULL
305,"S.T.I","-----",NULL,"-----","38-24-H","ORMVAG","1//5000","-----","SALLE 1","STI","36.27.H","PLAN DE BORNAGE",NULL,NULL
306,"STI TRANCHE 2","-----",NULL,"-----","38-25-I","ORMVAG","1//5000","-----","SALLE 1","STI","36A (1)","PLAN DE BORNAGE",NULL,NULL
307,"S.T.I","-----",NULL,"-----","38-25-M","ORMVAG","1//5000","-----","SALLE 1","STI","36A (2)","PLAN DE BORNAGE",NULL,NULL
308,"GHARB","ASSAINISSEMENT",NULL,"-----","-----","ORMVAG","1//10000","-----","SALLE 1","STI","36A (7)"," PLAN D'ENSEMBLE",NULL,NULL
309,"GHARB","ASSAINISSEMENT",NULL,"-----","-----","ORMVAG","1//10000","-----","SALLE 1","STI","37A (1)"," PLAN D'ENSEMBLE",NULL,NULL
310,"GHARB","ASSAINISSEMENT",NULL,"-----","-----","ORMVAG","1//10000","-----","SALLE 1","STI","37A (2)"," PLAN D'ENSEMBLE",NULL,NULL
311,"GHARB","ASSAINISSEMENT",NULL,"-----","-----","ORMVAG","1//10000","-----","SALLE 1","STI","37A (3)"," PLAN D'ENSEMBLE",NULL,NULL
312,"GHARB","-----",NULL,"-----","38-24-F","ORMVAG","1//5000","-----","SALLE 1","STI","37A (9)","PLAN DE RESEAU",NULL,NULL
313,"PERIMETRE DU GHARB S.T.I","-----",1977,"C3","-----","ORMVAG","-----","2_1","SALLE 1","STI","39-24-L (2)","PLAN DE SITAUTION",NULL,NULL
314,"PERIMETRE DU GHARB S.T.I","-----",1978,"-----","-----","ORMVAG","-----","2-34","SALLE 1","STI","39-24-L ","PLAN TOPOGRAPHIQUE",NULL,NULL
315,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",1978,"-----","-----","ORMVAG","1//20000","29 A","SALLE 1","STI","39-24-P "," PLAN D'ENSEMBLE",NULL,NULL
316,"PERIMETRE DU GHARB S.T.I","-----",1978,"-----","-----","ORMVAG","-----","2-34","SALLE 1","STI","39-24-m","PLAN TOPOGRAPHIQUE",NULL,NULL
317,"PERIMETRE DU GHARB S.T.I","-----",1978,"N3","-----","ORMVAG","-----","3_3","SALLE 1","STI","39-25-n ","PLAN DE SITAUTION",NULL,NULL
318,"PERIMETRE DU GHARB S.T.I","-----",1978,"N4","-----","ORMVAG","-----","3-4A","SALLE 1","STI","40","PLAN DE SITAUTION",NULL,NULL
319,"PERIMETRE DU GHARB S.T.I","-----",1978,"-----","-----","ORMVAG","1//500","2_2","SALLE 1","STI","41A (2)","PLAN D'IMPLANTATION",NULL,NULL
320,"PERIMETRE DU GHARB S.T.I","ASSAINISSEMENT",1978,"N1","-----","ORMVAG","1//20000","2_1","SALLE 1","STI","41A (3)","PLAN DE RESEAU",NULL,NULL
321,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",NULL,"-----","-----","ORMVAG","1//5000","2303","SALLE 1","STI","44","PLAN DU TRACE",NULL,NULL
322,"PERIMETRE DU GHARB S.T.I","-----",1976,"-----","-----","ORMVAG","1//5000","-----","SALLE 1","STI","45","PLAN DU TRACE",NULL,NULL
323,"PERIMETRE DU GHARB S.T.I","-----",NULL,"-----","-----","ORMVAG","1//5000","-----","SALLE 1","STI","49A2 (1)","PLAN DU TRACE",NULL,NULL
324,"PERIMETRE DU GHARB S.T.I","-----",NULL,"-----","-----","ORMVAG","1//5000","-----","SALLE 1","STI","49A2 (2)","PLAN DU TRACE",NULL,NULL
